"ID","DEPARTURE_DATE","ARRIVAL_DATE","ROUTE_ID","AIRPLANE_ID","ARRIVAL_COST","DEPARTURE_COST","TOTAL_FUEL_COST"
1176,"09/06/2018","09/06/2018",789,4,60427,91514,1534825
1177,"02/04/2022","03/04/2022",1595,6,75607,81870,1720178
1180,"17/04/2015","17/04/2015",938,6,31364,44930,1527174
1181,"31/08/2019","31/08/2019",1750,6,54348,69806,1258182
1182,"21/07/2021","22/07/2021",892,4,53887,64658,1639892
1183,"","",1363,2,39282,70649,1174734
1184,"02/11/2015","03/11/2015",1480,3,55621,95358,1153816
1185,"18/10/2019","19/10/2019",268,6,98846,86591,1448773
1188,"19/02/2016","19/02/2016",717,4,51210,41072,1707478
1189,"19/07/2022","20/07/2022",1473,4,71185,32368,1897985
1191,"07/09/2018","07/09/2018",181,7,37512,64788,1337105
1193,"","",1491,3,85815,80543,1789083
1196,"12/05/2016","12/05/2016",938,5,74511,82544,1475704
1197,"12/03/2020","13/03/2020",212,7,32086,73349,1555502
1198,"17/04/2020","18/04/2020",202,4,52829,61057,1711514
1199,"07/07/2020","07/07/2020",1468,7,60269,69478,1145182
1200,"30/01/2016","30/01/2016",982,6,98933,42320,1602199
1201,"","",1288,4,77481,54198,1217397
1202,"19/08/2018","19/08/2018",457,2,40478,35512,1320537
1203,"28/07/2018","28/07/2018",885,2,32448,95847,1357044
1204,"27/04/2021","28/04/2021",840,3,97701,63836,1368527
1205,"12/11/2015","12/11/2015",984,4,71526,84701,1670526
1208,"14/03/2018","14/03/2018",696,5,76946,56611,1646953
1209,"21/02/2021","21/02/2021",1585,2,75988,45478,1005239
1211,"","",2015,3,46041,91185,1883403
1212,"21/07/2020","22/07/2020",1641,5,75698,77815,1604006
1215,"04/09/2017","05/09/2017",1192,3,94515,39508,1460130
1216,"18/07/2021","19/07/2021",1266,2,68546,85249,1606053
1217,"11/01/2020","11/01/2020",271,7,42198,84010,1826509
1218,"10/04/2021","11/04/2021",260,7,94893,91795,1862565
1219,"","",1224,3,35213,74483,1703060
1220,"12/05/2015","13/05/2015",1936,6,37398,97491,1812998
1221,"14/11/2020","15/11/2020",566,3,77007,96962,1714764
1222,"","",1556,2,50402,98849,1233590
1223,"12/10/2020","12/10/2020",1766,4,97611,73916,1692398
1224,"23/05/2020","24/05/2020",1339,2,64281,54060,1517358
1225,"","",672,2,65923,59117,1335330
1226,"14/04/2021","15/04/2021",1027,6,38913,44571,1365348
1227,"15/03/2018","16/03/2018",1344,4,96562,53782,1965862
1228,"28/09/2022","28/09/2022",254,4,50477,89595,1416113
1229,"","",989,6,60109,50410,1514426
1230,"13/04/2017","13/04/2017",1315,2,99025,46905,1505693
1231,"15/09/2022","15/09/2022",1455,2,45353,76908,1014387
1232,"07/03/2018","07/03/2018",2106,3,59080,65395,1190812
1233,"05/09/2020","06/09/2020",816,6,72330,57472,1950805
1234,"","",1167,6,80207,68860,1467175
1235,"10/02/2021","11/02/2021",238,3,76888,74917,1320309
1236,"29/12/2016","30/12/2016",1618,6,76892,39770,1268975
1237,"16/03/2017","16/03/2017",1361,1,88288,84154,1551576
1238,"","",971,1,42879,61244,1412863
1239,"21/11/2021","22/11/2021",803,7,89176,61093,1988194
1242,"06/01/2018","07/01/2018",1365,4,55227,67284,1924481
1243,"","",1644,1,41214,80231,1996969
1244,"20/06/2015","21/06/2015",192,1,77012,30301,1696146
1245,"30/10/2017","30/10/2017",1267,3,42563,72438,1341742
1246,"27/10/2018","27/10/2018",1348,4,60210,44678,1969285
1247,"17/05/2017","17/05/2017",670,6,31349,52829,1764541
1248,"22/12/2019","23/12/2019",75,3,46046,86589,1801165
1251,"21/10/2019","22/10/2019",126,6,57598,41522,1905245
1252,"","",2074,5,73937,60869,1776505
1255,"11/07/2022","12/07/2022",99,6,96013,81991,1250475
1257,"","",1374,3,37833,96948,1064742
1258,"","",891,7,59084,94055,1581063
1259,"","",439,1,79394,86054,1601625
1260,"","",859,4,78215,44478,1476132
1261,"26/05/2022","27/05/2022",656,7,86900,56770,1137755
1263,"","",1457,7,51954,62706,1659618
1264,"15/10/2018","15/10/2018",1475,3,66636,44770,1778429
1265,"","",710,6,72201,51053,1047795
1266,"","",489,7,76916,47100,1570641
1267,"28/07/2020","29/07/2020",549,7,32219,56511,1657026
1269,"","",1298,1,43920,64888,1763896
1271,"30/04/2018","01/05/2018",1930,3,48348,56173,1619371
1273,"","",1586,3,78915,79270,1089937
1274,"","",1006,6,63233,33490,1215824
1275,"29/06/2015","29/06/2015",1770,4,34159,31985,1127648
1276,"27/04/2019","27/04/2019",1296,3,71194,79517,1184005
1277,"20/06/2020","21/06/2020",1698,2,53343,62023,1852638
1278,"20/04/2020","21/04/2020",1913,7,31026,44417,1199250
1279,"27/12/2016","27/12/2016",2044,5,77575,97231,1191801
1280,"13/08/2021","14/08/2021",1370,4,93999,91460,1041664
1281,"15/06/2021","16/06/2021",154,5,89936,40962,1924820
1282,"26/10/2021","27/10/2021",202,3,87234,48426,1696873
1284,"","",843,3,96155,44649,1566800
1285,"02/02/2019","03/02/2019",2096,6,40222,79916,1870788
1286,"","",1567,2,30956,62417,1387513
1289,"22/12/2019","23/12/2019",2032,3,49636,59887,1388913
1293,"05/12/2019","06/12/2019",1671,5,59451,35187,1095332
1294,"29/03/2022","30/03/2022",1641,4,69235,37495,1598725
1295,"03/03/2021","03/03/2021",65,4,88904,45045,1048395
1296,"","",1937,7,31002,30529,1427846
1298,"05/12/2015","06/12/2015",1983,5,59052,59233,1861530
1299,"24/08/2016","24/08/2016",330,3,49290,32671,1479840
1300,"04/03/2015","04/03/2015",1455,6,79862,51955,1681959
1301,"15/06/2021","15/06/2021",1194,2,51481,83700,1595753
1302,"27/11/2020","28/11/2020",1677,6,43175,79813,1401667
1303,"26/06/2016","27/06/2016",1839,3,78342,70683,1810203
1304,"16/08/2021","16/08/2021",823,4,84380,34769,1734236
1305,"","",1422,1,55853,36940,1014379
1306,"21/02/2018","22/02/2018",1551,1,51521,60102,1857191
1308,"","",1163,6,30760,89616,1942189
1309,"","",254,2,90628,42111,1668394
1310,"","",1566,2,72027,57066,1457329
1311,"14/03/2021","14/03/2021",1165,2,41630,99009,1493593
1312,"12/05/2021","13/05/2021",869,2,76771,76247,1824460
1313,"21/07/2022","22/07/2022",186,1,94549,78503,1539323
1314,"12/06/2015","13/06/2015",1145,4,60236,62682,1146727
1315,"","",652,6,98450,74167,1721954
1317,"22/11/2022","23/11/2022",1121,1,54897,83926,1093035
1318,"27/06/2015","28/06/2015",163,5,34983,89736,1743821
1319,"19/08/2017","20/08/2017",462,4,74804,37541,1903057
1320,"22/11/2020","22/11/2020",422,5,54141,99383,1846284
1321,"20/03/2022","20/03/2022",397,7,75170,42219,1441206
1322,"14/12/2018","15/12/2018",1634,6,73034,95234,1556845
1323,"16/09/2022","16/09/2022",1160,7,55731,48123,1317332
1325,"","",1602,7,47305,53572,1226714
1326,"26/08/2018","27/08/2018",529,7,37310,78376,1179315
1329,"29/05/2019","30/05/2019",1587,7,97806,89994,1916933
1330,"21/10/2020","22/10/2020",1037,3,85501,76034,1498067
1331,"01/01/2020","01/01/2020",1599,6,42161,65779,1630013
1333,"31/03/2022","01/04/2022",1428,7,81084,92247,1180230
1334,"24/11/2020","25/11/2020",2022,2,92815,38252,1837384
1336,"20/03/2019","20/03/2019",1877,7,39337,61536,1683988
1337,"","",1273,2,61491,41039,1728176
1338,"04/01/2021","05/01/2021",998,3,41965,40170,1199349
1339,"29/03/2018","30/03/2018",1285,3,30598,54154,1966288
1341,"11/07/2019","12/07/2019",1766,5,31896,50472,1810965
1343,"07/06/2019","07/06/2019",2031,1,94441,87146,1065203
1345,"13/02/2020","13/02/2020",1917,4,43959,67850,1285889
1346,"12/06/2020","12/06/2020",1386,1,79484,72562,1503719
1348,"03/06/2020","03/06/2020",1831,6,56257,84347,1485197
1349,"","",362,6,93899,52068,1777532
1350,"23/10/2021","24/10/2021",176,6,51042,47599,1549749
1352,"","",1486,2,72733,81196,1803174
1354,"15/02/2015","15/02/2015",1628,6,43927,85009,1428992
1355,"","",618,6,94796,54393,1658162
1357,"20/11/2021","21/11/2021",1598,2,96096,60688,1527587
1358,"23/12/2019","23/12/2019",1528,3,36537,35097,1038429
1359,"22/07/2022","23/07/2022",1829,5,43133,68074,1609642
1360,"","",1808,6,94503,72986,1754472
1362,"","",326,6,92152,73730,1496076
1363,"09/06/2017","09/06/2017",1263,6,83277,45229,1614537
1364,"01/11/2021","01/11/2021",1349,6,82495,64127,1890287
1365,"14/12/2021","14/12/2021",1616,5,37686,54016,1180998
1366,"19/04/2022","19/04/2022",719,1,50789,82298,1683410
1367,"29/05/2019","30/05/2019",194,2,91005,81924,1911132
1368,"14/03/2016","15/03/2016",1151,1,37827,67833,1232569
1369,"","",156,4,58271,43088,1837870
1371,"","",63,7,66070,34372,1737594
1372,"05/07/2019","06/07/2019",2071,5,38206,76850,1138988
1373,"","",1255,3,84779,78532,1966913
1374,"18/04/2021","19/04/2021",16,4,48842,87177,1555016
1375,"","",482,5,80456,44691,1040651
1376,"10/04/2021","10/04/2021",524,1,50465,43505,1184994
1377,"04/09/2017","05/09/2017",1963,6,38899,52744,1432932
1378,"21/08/2018","22/08/2018",1967,4,51207,92849,1213015
1379,"06/07/2021","07/07/2021",1716,6,38792,75654,1479446
1380,"23/06/2015","23/06/2015",1138,2,35505,56825,1350092
1382,"13/05/2016","14/05/2016",1853,5,54148,51608,1907250
1383,"13/09/2021","14/09/2021",637,6,34542,73543,1601522
1384,"10/04/2016","11/04/2016",107,1,37719,50792,1846804
1385,"28/05/2016","28/05/2016",314,3,88212,86113,1011027
1386,"05/07/2021","06/07/2021",845,3,46611,44640,1528722
1388,"19/10/2022","19/10/2022",392,7,82154,31121,1400822
1390,"03/01/2022","03/01/2022",2062,7,72217,71976,1118822
1391,"21/02/2016","22/02/2016",1047,6,93715,40244,1452988
1392,"09/01/2018","09/01/2018",833,4,36609,99095,1464733
1393,"17/09/2019","17/09/2019",33,2,39776,78909,1864423
1394,"06/04/2018","07/04/2018",1488,6,83813,36706,1138713
1397,"25/09/2022","26/09/2022",429,6,95466,44146,1646405
1400,"31/07/2017","01/08/2017",1262,4,51204,50863,1189356
1403,"","",688,1,93635,42477,1660522
1404,"05/04/2016","06/04/2016",845,6,64923,31815,1537618
1405,"28/08/2017","28/08/2017",1432,1,52732,45160,1614480
1406,"18/08/2020","19/08/2020",863,5,34602,57413,1766091
1407,"20/02/2018","21/02/2018",2011,7,66633,32643,1550874
1408,"08/07/2015","09/07/2015",349,2,65564,66461,1545596
1409,"29/12/2021","29/12/2021",57,4,56832,59803,1029782
1410,"21/11/2017","21/11/2017",345,2,38979,72558,1188984
1411,"23/12/2021","23/12/2021",60,5,69249,38613,1964473
1413,"27/04/2020","28/04/2020",707,7,97661,70126,1463857
1414,"","",723,2,71876,44102,1279136
1415,"30/06/2017","30/06/2017",2008,6,37720,53807,1562880
1416,"11/06/2016","12/06/2016",1320,2,88661,80920,1927854
1417,"03/02/2019","04/02/2019",1231,7,33726,47167,1678906
1418,"22/10/2015","23/10/2015",600,3,93649,45171,1289389
1419,"25/04/2022","26/04/2022",1621,7,83962,45297,1838983
1420,"05/08/2020","05/08/2020",1846,2,58431,43160,1374293
1422,"12/07/2015","13/07/2015",736,6,46081,87584,1195295
1423,"31/03/2021","01/04/2021",913,2,37119,46175,1059230
1424,"26/01/2018","26/01/2018",1386,7,64577,43614,1813642
1427,"07/06/2015","07/06/2015",542,2,41883,57678,1642255
1428,"09/01/2020","10/01/2020",1415,6,96136,40625,1301346
1429,"","",243,7,94405,83113,1908457
1430,"22/01/2015","23/01/2015",295,2,40832,44810,1526861
1431,"","",1011,6,55546,89298,1483912
1432,"","",343,7,97544,82074,1536255
1433,"14/08/2016","14/08/2016",651,7,42937,87775,1294261
1434,"16/09/2017","16/09/2017",657,2,41977,54284,1096752
1435,"","",34,4,31874,32578,1691443
1436,"17/02/2017","18/02/2017",1355,2,68528,56407,1767949
1437,"08/11/2019","09/11/2019",816,5,92698,51647,1369387
1438,"08/08/2018","09/08/2018",1137,3,37595,67533,1404687
1439,"","",773,4,56072,31683,1982446
1440,"","",699,4,42003,59829,1160173
1441,"07/11/2015","08/11/2015",79,3,89810,79307,1089825
1444,"25/03/2019","25/03/2019",2066,2,81661,30202,1658712
1445,"07/08/2018","08/08/2018",1774,4,76274,48419,1310876
1446,"","",1064,4,57314,94537,1555461
1447,"18/11/2017","18/11/2017",1311,4,74393,62895,1080495
1448,"16/10/2020","17/10/2020",131,4,45338,98425,1096766
1449,"31/07/2016","31/07/2016",1169,1,86372,67018,1451698
1450,"","",855,1,82723,41076,1838591
1451,"16/06/2015","17/06/2015",739,5,74577,56061,1662378
1452,"16/01/2019","17/01/2019",116,7,89001,58778,1626239
1454,"18/06/2020","18/06/2020",1874,2,41082,36768,1356016
1455,"25/08/2015","26/08/2015",554,7,30634,91962,1312881
1456,"","",1443,4,57202,30211,1438512
1457,"21/09/2021","22/09/2021",1969,3,51636,75340,1098007
1458,"28/07/2020","28/07/2020",294,7,66156,71034,1219180
1459,"","",1677,6,96613,74991,1229261
1460,"14/06/2017","15/06/2017",883,7,38536,62553,1432867
1462,"15/02/2015","15/02/2015",1923,6,31897,71362,1839593
1463,"04/09/2021","04/09/2021",2065,3,80425,46463,1731458
1465,"19/05/2019","20/05/2019",1369,5,73698,90796,1677907
1466,"17/12/2018","17/12/2018",723,1,79396,68583,1482448
1467,"24/09/2016","24/09/2016",1004,3,32154,91074,1802622
1468,"03/04/2017","04/04/2017",1563,5,30887,79381,1978308
1469,"","",651,2,51798,87810,1273062
1470,"","",934,4,68018,48940,1880007
1471,"30/01/2021","31/01/2021",1264,4,30102,62842,1067840
1472,"08/07/2018","09/07/2018",1137,7,31787,87335,1388039
1473,"","",2070,5,41267,97847,1304393
1474,"07/04/2016","08/04/2016",701,3,70521,55098,1081230
1475,"19/12/2016","19/12/2016",2090,1,64827,88777,1461446
1478,"22/06/2020","23/06/2020",404,4,53116,83890,1718999
1480,"13/04/2022","14/04/2022",522,5,83604,39500,1832870
1481,"27/03/2015","27/03/2015",1843,3,84080,52187,1928548
1482,"28/12/2019","29/12/2019",911,7,91287,41781,1418409
1483,"02/01/2016","02/01/2016",1505,7,46555,81724,1337497
1484,"18/10/2020","19/10/2020",1484,2,89604,38789,1317006
1485,"06/11/2016","07/11/2016",332,7,84796,95974,1885689
1486,"11/01/2017","12/01/2017",151,7,43467,30860,1149054
1487,"17/02/2015","17/02/2015",1269,5,91360,88836,1727149
1490,"13/03/2017","13/03/2017",328,6,78482,61339,1870247
1491,"16/12/2018","16/12/2018",1532,1,34400,35067,1799358
1492,"04/03/2022","04/03/2022",1797,1,43266,74777,1255507
1493,"03/01/2021","04/01/2021",903,7,83391,69710,1867951
1494,"04/10/2015","05/10/2015",1693,1,99458,53342,1901113
1495,"02/03/2015","03/03/2015",627,4,57443,82965,1416999
1496,"18/12/2017","18/12/2017",1303,1,33424,67659,1585908
1497,"28/09/2019","28/09/2019",444,1,59791,30318,1894973
1499,"29/11/2019","29/11/2019",1104,4,42502,41026,1107972
1500,"16/09/2022","17/09/2022",66,3,34004,67809,1794535
1501,"04/02/2020","05/02/2020",1559,1,68925,91694,1254978
1502,"","",218,5,70121,91646,1594267
1503,"","",1506,4,45767,34769,1364899
1504,"12/09/2018","13/09/2018",2039,4,67155,68269,1333541
1505,"10/06/2018","10/06/2018",990,5,48723,97906,1174062
1506,"","",255,6,53659,94263,1249094
1507,"10/11/2015","10/11/2015",786,5,41632,32638,1752461
1508,"07/05/2015","08/05/2015",1101,4,99688,58477,1324695
1509,"24/01/2017","25/01/2017",1305,2,46870,81242,1299498
1510,"08/04/2021","09/04/2021",2016,6,86665,97462,1639933
1511,"","",333,1,40188,78636,1969358
1512,"08/10/2017","08/10/2017",569,5,45448,42619,1726433
1513,"27/07/2022","27/07/2022",245,2,33525,79630,1405666
1515,"27/05/2015","27/05/2015",1697,6,38643,44823,1570735
1516,"24/12/2018","25/12/2018",753,1,50403,52247,1385627
1517,"10/12/2021","11/12/2021",1362,7,42702,47936,1058386
1519,"04/03/2018","04/03/2018",883,1,45057,55011,1791963
1520,"31/10/2019","01/11/2019",935,2,42477,48176,1852673
1521,"26/08/2020","27/08/2020",1491,4,51244,80658,1916488
1522,"03/12/2018","04/12/2018",354,1,50804,87280,1047227
1523,"03/12/2018","03/12/2018",1240,5,95232,39385,1698218
1524,"08/11/2021","09/11/2021",264,1,91564,39121,1016979
1525,"19/10/2022","19/10/2022",1755,6,34543,64740,1729732
1526,"27/07/2018","27/07/2018",1357,5,43962,92489,1252455
1527,"29/10/2016","29/10/2016",269,1,73968,56755,1124861
1528,"30/08/2021","31/08/2021",630,7,52101,60464,1200242
1529,"04/06/2021","04/06/2021",2064,1,65766,53260,1835634
1530,"11/07/2018","11/07/2018",356,6,32109,45013,1218690
1532,"","",102,3,36792,36722,1705930
1533,"","",2037,5,36406,45241,1021118
1534,"17/10/2015","18/10/2015",19,3,87022,49119,1096051
1535,"","",1228,3,53569,63931,1104967
1536,"26/10/2022","26/10/2022",1406,5,91914,41703,1525191
1537,"03/03/2021","03/03/2021",1704,6,48715,52692,1291183
1538,"15/12/2019","15/12/2019",318,4,44611,87042,1366998
1539,"","",148,5,32561,76712,1358026
1540,"03/02/2018","04/02/2018",2035,5,80209,91519,1814938
1541,"04/04/2020","04/04/2020",1941,1,89674,97705,1676946
1542,"11/11/2022","11/11/2022",129,3,77135,37340,1923074
1543,"03/11/2019","03/11/2019",360,7,68076,53246,1342302
1545,"","",2044,4,46410,43557,1117129
1546,"","",1953,6,57643,91541,1047365
1547,"10/09/2015","10/09/2015",894,4,73927,86534,1112152
1548,"07/07/2017","07/07/2017",1270,3,69409,94552,1390647
1549,"09/06/2018","10/06/2018",1468,6,77631,46471,1708560
1550,"22/04/2020","22/04/2020",1443,6,72709,71712,1359075
1551,"24/09/2022","25/09/2022",471,5,74019,34460,1591829
1552,"","",1633,1,79032,96771,1579582
1553,"31/12/2018","31/12/2018",918,4,77118,61282,1456316
1554,"11/10/2017","11/10/2017",222,6,66221,38571,1777626
1555,"13/01/2018","14/01/2018",297,4,79459,49892,1720056
1556,"07/02/2015","07/02/2015",1446,6,78805,43859,1732731
1557,"13/11/2022","14/11/2022",915,1,81517,97597,1553348
1559,"08/07/2016","09/07/2016",1100,3,53866,42805,1034946
1561,"11/07/2016","12/07/2016",171,5,53258,45873,1276795
1563,"19/04/2015","20/04/2015",337,2,72167,76251,1428959
1564,"","",1801,4,44149,46709,1061945
1565,"29/06/2021","30/06/2021",1377,3,40444,84160,1498501
1566,"20/07/2017","21/07/2017",2035,2,99316,78228,1093448
1567,"20/11/2021","20/11/2021",1465,2,72964,40426,1302144
1568,"02/04/2017","02/04/2017",1997,3,43216,56281,1174840
1569,"","",1949,3,52772,35562,1676774
1570,"","",690,3,93749,39220,1538345
1571,"04/09/2022","04/09/2022",619,5,43459,63490,1025088
1573,"12/12/2015","13/12/2015",1339,4,92597,89655,1106029
1575,"18/12/2017","18/12/2017",1537,5,49208,31096,1501225
1577,"11/11/2018","12/11/2018",811,5,39308,50129,1241349
1579,"05/04/2018","06/04/2018",1554,6,70570,45431,1662634
1580,"27/08/2016","27/08/2016",500,5,84553,59845,1457765
1581,"15/11/2021","16/11/2021",694,5,31464,78990,1587559
1582,"02/10/2022","02/10/2022",1805,3,30969,34805,1299071
1583,"","",163,1,91884,42245,1105680
1584,"25/02/2016","26/02/2016",1817,2,83829,75308,1347989
1585,"02/04/2019","03/04/2019",403,7,30906,90996,1875652
1586,"21/06/2022","22/06/2022",1490,4,85665,51409,1822450
1587,"04/08/2017","05/08/2017",39,6,63296,32380,1061186
1588,"31/07/2015","01/08/2015",184,6,87848,38173,1775464
1590,"10/04/2019","10/04/2019",2036,7,47883,91825,1461444
1592,"23/06/2015","23/06/2015",1862,1,73547,83515,1834601
1594,"","",1891,2,96164,65079,1552507
1596,"29/08/2015","30/08/2015",2027,7,71280,63515,1052817
1597,"","",600,7,54375,66995,1056946
1598,"","",206,7,77251,99669,1238471
1599,"","",1340,3,66140,91178,1033943
1601,"22/04/2018","22/04/2018",2097,6,90850,98909,1423792
1602,"02/12/2019","02/12/2019",327,5,87402,32373,1318101
1603,"","",1,2,39942,69600,1039178
1604,"","",557,1,32842,32686,1353222
1606,"13/12/2017","14/12/2017",908,2,64219,94961,1980627
1607,"13/01/2018","13/01/2018",790,4,85070,81923,1584168
1609,"27/01/2018","28/01/2018",804,3,66083,96311,1990014
1610,"23/05/2015","23/05/2015",1897,7,88543,83515,1191989
1611,"04/01/2015","05/01/2015",790,4,37740,98611,1753395
1612,"14/10/2018","15/10/2018",1661,2,53625,77044,1942389
1614,"","",1032,4,97101,35587,1322924
1615,"16/07/2022","17/07/2022",152,6,52038,88699,1845524
1616,"","",759,5,89300,62358,1400074
1617,"18/05/2017","18/05/2017",1443,4,65118,49722,1862679
1618,"","",194,7,40429,88530,1348182
1619,"","",186,6,73063,35706,1025094
1621,"","",68,6,80341,38270,1209190
1622,"27/10/2018","28/10/2018",1436,6,48203,99861,1479155
1623,"12/08/2020","12/08/2020",1337,1,94419,52208,1957973
1624,"","",1933,1,77016,79316,1463383
1625,"04/10/2019","05/10/2019",666,2,44160,77994,1406500
1626,"14/07/2022","15/07/2022",879,2,94794,87145,1121945
1627,"05/09/2017","06/09/2017",240,3,86086,35638,1466474
1630,"26/10/2016","27/10/2016",298,1,70555,97100,1161803
1631,"18/06/2016","19/06/2016",1292,1,54716,35763,1511834
1632,"","",1578,5,33957,93510,1719928
1633,"16/03/2021","16/03/2021",383,7,71590,41066,1355257
1634,"27/09/2017","27/09/2017",900,3,91070,81608,1986620
1635,"11/02/2016","11/02/2016",1019,3,76296,67913,1677243
1636,"","",2100,6,38446,81398,1439307
1637,"","",1218,1,97431,67366,1277078
1639,"21/01/2021","22/01/2021",1584,4,85905,77891,1598746
1640,"16/11/2021","17/11/2021",1431,2,48879,33878,1548359
1642,"13/05/2022","14/05/2022",1457,3,74352,55852,1373352
1643,"10/10/2018","11/10/2018",752,4,31853,65517,1032783
1644,"22/08/2020","23/08/2020",1966,1,82073,87967,1012325
1645,"20/02/2022","21/02/2022",404,2,44947,42948,1200027
1647,"27/01/2020","28/01/2020",146,3,33166,33836,1229712
1648,"31/10/2021","31/10/2021",1476,2,63718,44045,1747662
1649,"18/06/2019","19/06/2019",808,6,30431,99281,1114261
1650,"18/11/2017","18/11/2017",1689,2,33971,88331,1978279
1654,"24/06/2021","25/06/2021",1358,5,50989,30756,1283055
1655,"27/03/2020","28/03/2020",1641,4,90668,83423,1072440
1656,"","",369,1,88987,42689,1026383
1657,"10/09/2017","10/09/2017",1108,1,87936,60219,1597246
1658,"18/06/2019","19/06/2019",673,3,67764,58580,1490553
1659,"16/12/2015","17/12/2015",314,7,64849,45024,1173652
1661,"07/07/2017","08/07/2017",819,4,82660,59486,1724318
1663,"","",633,1,87479,35349,1144034
1664,"29/12/2015","30/12/2015",2005,1,73342,58829,1592238
1665,"07/02/2015","07/02/2015",1540,5,47108,54899,1573832
1666,"03/08/2019","03/08/2019",1332,5,80515,90977,1556002
1667,"07/02/2019","07/02/2019",2032,4,75719,76786,1123679
1669,"","",752,4,63489,86431,1983990
1670,"14/09/2016","14/09/2016",1574,1,39665,45885,1141665
1671,"23/06/2020","23/06/2020",559,6,35799,69546,1940620
1672,"","",1175,7,99987,66492,1417141
1674,"","",385,6,88673,32584,1620326
1675,"07/11/2019","07/11/2019",1975,4,98516,42436,1069067
1676,"10/04/2019","10/04/2019",400,2,78471,46153,1406870
1677,"09/11/2017","10/11/2017",1027,4,55141,84178,1838352
1681,"19/03/2015","19/03/2015",1997,1,67087,56381,1904820
1682,"13/01/2018","14/01/2018",887,7,87141,63006,1564349
1683,"14/12/2015","15/12/2015",2026,2,85613,87035,1896586
1684,"15/10/2016","15/10/2016",453,5,69058,92091,1495946
1686,"24/06/2022","25/06/2022",592,4,78507,33702,1884091
1688,"","",1985,7,34590,64912,1195112
1689,"","",1872,6,31740,43766,1396127
1690,"02/07/2015","03/07/2015",850,4,34571,54301,1444125
1691,"","",1103,4,79713,78625,1353412
1692,"","",912,5,79920,85767,1003895
1693,"","",353,3,40317,40499,1518819
1695,"08/12/2019","08/12/2019",1367,3,41855,46534,1547106
1697,"05/01/2015","06/01/2015",246,3,64536,75644,1572675
1698,"12/04/2015","12/04/2015",197,2,35261,47810,1418945
1699,"03/01/2022","03/01/2022",1057,3,98986,39349,1526167
1700,"","",1613,2,70340,99546,1027537
1701,"27/10/2019","27/10/2019",3,5,81250,63822,1616855
1702,"28/02/2020","29/02/2020",148,5,96146,47073,1235231
1703,"","",1485,6,78100,81961,1317298
1704,"21/08/2019","21/08/2019",1690,2,98681,30748,1713742
1705,"05/12/2016","05/12/2016",180,1,53031,72030,1724360
1706,"03/03/2022","03/03/2022",2053,6,70508,54864,1836735
1707,"17/11/2021","17/11/2021",603,6,82215,30548,1306519
1708,"04/05/2018","05/05/2018",687,4,82494,46625,1881442
1709,"","",1752,4,49410,60627,1124952
1710,"08/04/2022","09/04/2022",1987,7,55860,45839,1664698
1711,"10/07/2018","10/07/2018",1048,6,83111,31051,1060095
1717,"29/11/2020","29/11/2020",413,3,53715,97806,1877407
1719,"17/11/2021","17/11/2021",230,4,70987,38512,1481788
1721,"14/01/2015","15/01/2015",1065,7,69882,95422,1737636
1723,"20/03/2019","20/03/2019",654,2,90464,56144,1931234
1724,"","",1380,3,46940,30350,1922141
1725,"","",1951,7,44283,76656,1647862
1726,"15/11/2019","16/11/2019",839,1,53759,43526,1410203
1727,"","",475,5,40666,39919,1045949
1728,"","",652,4,77102,62020,1344705
1729,"21/10/2020","21/10/2020",1132,3,99094,30970,1559311
1730,"31/05/2019","31/05/2019",1914,2,90477,52845,1768133
1731,"20/12/2018","21/12/2018",2090,6,38159,87563,1731780
1732,"19/03/2019","20/03/2019",219,7,73412,69700,1020700
1733,"04/09/2022","05/09/2022",285,4,99351,55677,1698148
1734,"13/02/2015","14/02/2015",1740,6,31532,42303,1740947
1735,"06/03/2019","06/03/2019",339,7,57400,49707,1834274
1736,"30/06/2019","01/07/2019",631,7,96529,81355,1559039
1737,"23/08/2022","24/08/2022",1972,3,46823,88189,1452731
1738,"26/12/2020","27/12/2020",793,6,87302,55563,1580846
1740,"30/11/2021","01/12/2021",1860,6,51637,31704,1582210
1741,"21/08/2020","22/08/2020",1575,4,30643,91570,1404630
1742,"24/01/2016","25/01/2016",1774,2,80456,97446,1824976
1743,"09/01/2019","10/01/2019",66,6,53323,52097,1172533
1744,"06/02/2022","06/02/2022",1038,4,65241,37382,1609318
1745,"27/11/2022","27/11/2022",1889,7,32863,76256,1379930
1746,"12/01/2019","13/01/2019",510,2,47352,61148,1204932
1748,"26/07/2022","27/07/2022",205,2,70042,44290,1829201
1749,"13/09/2018","14/09/2018",2000,1,96755,42120,1422551
1750,"11/05/2022","11/05/2022",1900,6,46406,35246,1566965
1751,"12/02/2016","12/02/2016",1487,2,67915,86870,1003919
1752,"16/08/2021","16/08/2021",179,1,43242,61042,1197576
1754,"","",404,3,55883,88268,1427165
1755,"02/05/2017","02/05/2017",1578,5,84660,60780,1853664
1757,"","",862,5,48633,92678,1460870
1758,"20/05/2022","21/05/2022",2025,7,85697,63716,1549227
1760,"09/03/2020","09/03/2020",691,2,78358,37038,1230302
1762,"21/08/2016","22/08/2016",1546,2,32907,58194,1887926
1764,"26/05/2018","26/05/2018",2081,5,96476,93093,1145376
1765,"08/11/2019","08/11/2019",388,3,82545,50808,1454580
1766,"06/02/2015","06/02/2015",902,4,33611,66972,1278075
