ID,AIRLINE_ID,AIRPLANE_ID,CREW_ID,FLIGHT_NUMBER,PURCHASED_TICKETS,DEPARTURE_TIME,ARRIVAL_TIME,FLIGHT_LENGTH,PLACE_OF_DEPARTURE_ID,PLACE_OF_ARRIVAL_ID,DISTANCE,DELAY,STATUS
2236,1991,4,97,880,492,"18/06/2021, 18:52","18/06/2021, 22:12",2,25,25,3832,22,canceled
2237,546,8,92,657,232,"17/07/2021, 10:22","17/07/2021, 20:36",20,23,23,4034,23,takeoff
2238,1063,1,25,903,376,"14/10/2018, 10:47","14/10/2018, 22:46",21,25,25,1300,3,arrived
2239,493,3,21,859,106,"06/01/2021, 9:59","06/01/2021, 18:41",9,23,23,4239,54,waiting for departure
2240,901,5,15,597,492,"01/12/2021, 9:22","01/12/2021, 23:02",24,23,23,4817,8,arrived
2241,475,3,91,257,234,"22/10/2018, 17:58","23/10/2018, 1:05",10,22,22,544,15,canceled
2242,180,7,100,994,320,"30/06/2019, 19:46","01/07/2019, 17:06",7,25,25,397,44,canceled
2243,128,1,79,781,228,"31/10/2017, 0:58","31/10/2017, 9:40",22,22,22,875,23,waiting for departure
2244,840,7,95,997,193,"19/10/2019, 9:51","19/10/2019, 14:30",16,22,22,1895,8,arrived
2245,1151,1,20,834,243,"17/03/2020, 1:12","17/03/2020, 9:39",12,23,23,607,25,waiting for departure
2246,516,1,53,436,123,"02/12/2020, 9:42","02/12/2020, 20:50",4,24,24,960,48,waiting for departure
2247,1413,1,74,647,327,"31/10/2018, 15:44","01/11/2018, 3:06",1,23,23,4603,30,waiting for departure
2248,1029,4,60,187,444,"29/01/2015, 0:42","29/01/2015, 20:27",6,23,23,4105,56,canceled
2249,90,6,2,184,286,"09/11/2022, 12:48","09/11/2022, 22:22",19,22,22,1185,60,waiting for departure
2250,948,3,63,357,427,"24/03/2018, 1:50","24/03/2018, 6:49",13,24,24,4848,38,canceled
2251,1066,3,68,444,291,"04/08/2018, 7:48","04/08/2018, 10:36",19,22,22,3372,44,waiting for departure
2252,1028,4,73,575,247,"11/02/2015, 0:18","11/02/2015, 11:14",3,23,23,4655,18,arrived
2253,1883,3,86,783,289,"30/07/2022, 23:20","31/07/2022, 10:43",1,22,22,1605,39,delayed
2254,162,7,31,372,483,"05/01/2017, 2:36","05/01/2017, 5:12",21,23,23,3909,49,waiting for departure
2255,1848,2,10,755,211,"29/06/2016, 0:02","29/06/2016, 7:53",17,22,22,1680,48,waiting for departure
2256,92,2,62,165,296,"22/08/2018, 4:39","23/08/2018, 1:06",15,23,23,3937,21,waiting for departure
2257,1703,8,75,943,347,"03/10/2017, 7:47","03/10/2017, 20:30",18,25,25,3640,58,canceled
2258,1969,8,51,548,373,"03/12/2019, 3:23","03/12/2019, 11:09",19,25,25,3431,25,takeoff
2259,930,6,100,487,478,"30/01/2018, 23:34","31/01/2018, 10:33",11,24,24,1754,21,delayed
2260,1078,4,4,188,163,"01/10/2022, 12:45","01/10/2022, 20:19",24,25,25,3748,43,canceled
2261,474,5,87,977,422,"18/10/2016, 22:24","19/10/2016, 5:30",16,22,22,3680,26,takeoff
2262,408,6,82,893,257,"21/12/2019, 10:36","21/12/2019, 19:07",4,24,24,2442,21,canceled
2263,903,1,15,338,114,"22/12/2019, 1:01","22/12/2019, 10:09",5,25,25,3368,56,takeoff
2264,1424,2,38,141,213,"18/06/2015, 22:00","19/06/2015, 19:35",17,25,25,1417,49,delayed
2265,1238,3,11,332,341,"04/05/2018, 23:17","05/05/2018, 7:18",19,22,22,3130,60,delayed
2266,451,5,36,561,258,"08/11/2018, 21:03","09/11/2018, 4:22",7,24,24,4978,34,canceled
2267,1951,4,73,642,298,"28/02/2017, 9:04","28/02/2017, 20:52",6,25,25,3328,17,waiting for departure
2268,448,3,24,215,120,"04/03/2020, 23:39","05/03/2020, 16:18",23,23,23,2117,22,waiting for departure
2269,1782,4,63,360,249,"16/01/2020, 5:46","16/01/2020, 20:15",24,25,25,2969,57,arrived
2270,22,1,43,921,357,"04/08/2019, 12:51","04/08/2019, 17:08",16,24,24,2673,34,waiting for departure
2271,85,6,2,570,367,"02/09/2017, 0:20","02/09/2017, 17:49",21,23,23,2750,27,arrived
2272,88,8,60,706,225,"10/03/2019, 8:32","10/03/2019, 21:10",10,22,22,4504,24,arrived
2273,204,2,11,244,211,"02/08/2016, 19:02","03/08/2016, 16:19",12,23,23,309,40,takeoff
2274,733,4,29,973,461,"28/12/2017, 15:47","29/12/2017, 10:02",11,24,24,1680,40,delayed
2275,1454,1,68,757,443,"06/03/2020, 5:43","06/03/2020, 19:46",15,23,23,976,44,waiting for departure
2276,1930,3,47,780,148,"15/04/2021, 10:15","15/04/2021, 13:20",22,25,25,3117,25,delayed
2277,1077,6,44,977,245,"13/03/2017, 21:10","14/03/2017, 12:00",5,23,23,684,44,arrived
2278,272,5,45,758,326,"29/06/2017, 9:02","30/06/2017, 5:47",6,24,24,321,59,delayed
2279,1692,6,61,653,214,"17/04/2019, 22:22","18/04/2019, 22:20",5,25,25,2485,25,delayed
2280,1813,7,52,404,237,"12/07/2021, 3:13","12/07/2021, 18:17",22,23,23,3454,11,delayed
2281,238,2,15,567,243,"14/08/2022, 0:39","14/08/2022, 7:35",14,23,23,792,46,waiting for departure
2282,1649,2,24,833,396,"16/01/2019, 11:17","16/01/2019, 16:04",20,25,25,589,18,waiting for departure
2283,289,5,82,638,263,"25/06/2022, 2:08","25/06/2022, 15:18",3,22,22,806,42,waiting for departure
2284,139,3,52,448,273,"02/04/2020, 23:22","03/04/2020, 10:55",19,23,23,1398,60,delayed
2285,1921,5,87,118,338,"22/09/2021, 4:27","22/09/2021, 7:05",2,22,22,2842,3,canceled
2286,443,8,58,810,456,"31/07/2016, 2:44","31/07/2016, 12:19",4,24,24,1300,4,delayed
2287,1423,4,32,393,106,"30/09/2021, 1:06","30/09/2021, 23:55",18,22,22,2164,4,canceled
2288,579,3,94,759,425,"21/07/2018, 4:17","21/07/2018, 23:34",2,23,23,3633,51,arrived
2289,553,5,59,446,175,"17/03/2018, 4:14","17/03/2018, 21:29",15,23,23,1403,32,arrived
2290,519,1,78,368,418,"03/03/2015, 23:44","04/03/2015, 16:19",19,22,22,2314,31,delayed
2291,1847,8,9,112,427,"12/08/2017, 2:18","12/08/2017, 19:17",22,24,24,440,25,canceled
2292,229,7,91,971,306,"11/10/2019, 2:21","11/10/2019, 16:42",17,23,23,2206,30,delayed
2293,1098,7,96,985,328,"17/05/2020, 20:23","18/05/2020, 12:26",7,23,23,3995,20,delayed
2294,1354,8,17,422,250,"17/03/2019, 13:52","18/03/2019, 10:25",15,23,23,4498,4,canceled
2295,514,1,18,144,449,"02/12/2019, 1:13","02/12/2019, 23:46",12,23,23,310,7,canceled
2296,1299,3,5,370,215,"26/01/2022, 22:50","27/01/2022, 16:24",2,24,24,3222,49,arrived
2297,1484,3,93,524,221,"02/08/2020, 16:46","03/08/2020, 14:03",19,25,25,845,29,canceled
2298,479,6,18,954,458,"14/02/2016, 2:32","14/02/2016, 4:56",16,25,25,1082,5,arrived
2299,1473,8,87,307,231,"13/03/2019, 0:08","13/03/2019, 16:52",12,24,24,2782,57,delayed
2300,306,6,72,985,184,"24/11/2017, 2:53","24/11/2017, 9:37",14,23,23,2813,55,arrived
2301,1648,8,64,278,283,"08/04/2016, 14:39","09/04/2016, 5:31",18,24,24,2148,27,canceled
2302,1476,8,35,665,367,"14/03/2022, 11:59","15/03/2022, 10:29",8,23,23,2528,49,waiting for departure
2303,1622,8,52,772,111,"25/07/2020, 11:32","25/07/2020, 22:39",14,22,22,679,17,takeoff
2304,919,6,67,419,273,"11/06/2019, 21:12","12/06/2019, 13:47",10,24,24,2760,51,canceled
2305,38,2,87,350,116,"13/06/2018, 13:29","14/06/2018, 9:52",21,23,23,2034,14,canceled
2306,271,6,20,755,372,"27/06/2022, 23:52","28/06/2022, 10:14",6,25,25,1566,51,delayed
2307,1704,5,51,594,393,"29/11/2018, 9:04","30/11/2018, 1:43",1,24,24,3810,10,delayed
2308,383,6,70,427,108,"08/05/2017, 22:43","09/05/2017, 18:09",11,24,24,1217,19,arrived
2309,266,3,70,431,494,"23/04/2017, 15:36","24/04/2017, 11:54",13,25,25,911,45,waiting for departure
2310,107,3,24,834,399,"04/04/2020, 7:05","05/04/2020, 5:52",5,25,25,1554,42,arrived
2311,1205,2,39,261,356,"15/07/2021, 5:57","16/07/2021, 1:50",19,22,22,3469,10,delayed
2312,148,4,68,130,423,"07/09/2016, 18:58","08/09/2016, 4:30",9,24,24,1937,7,canceled
2313,1444,6,84,910,208,"04/10/2021, 16:46","05/10/2021, 11:24",20,25,25,1503,5,canceled
2314,1375,5,2,343,242,"06/05/2018, 16:16","07/05/2018, 3:55",5,25,25,2977,15,delayed
2315,859,4,76,719,448,"12/06/2019, 17:41","13/06/2019, 4:18",3,25,25,3329,24,arrived
2316,1729,7,15,250,125,"26/02/2016, 14:43","27/02/2016, 1:35",4,23,23,3885,32,takeoff
2317,843,8,9,874,469,"26/02/2015, 22:19","27/02/2015, 21:51",1,25,25,364,43,takeoff
2318,1958,7,55,558,316,"13/10/2020, 23:09","14/10/2020, 11:25",7,23,23,4365,17,arrived
2319,325,6,63,185,494,"30/09/2020, 16:48","01/10/2020, 7:30",17,23,23,447,54,takeoff
2320,790,1,84,136,140,"05/05/2015, 15:07","06/05/2015, 5:51",6,25,25,2669,37,arrived
2321,156,3,12,399,236,"04/01/2020, 19:54","05/01/2020, 4:26",8,23,23,4021,9,waiting for departure
2322,831,8,89,901,332,"11/11/2017, 15:03","12/11/2017, 10:19",3,23,23,1462,13,delayed
2323,1999,5,74,647,175,"14/03/2016, 22:22","15/03/2016, 9:10",17,22,22,3842,27,waiting for departure
2324,1542,3,20,395,191,"29/11/2017, 17:37","30/11/2017, 15:36",19,24,24,1948,28,delayed
2325,1602,5,83,614,158,"21/06/2020, 6:55","22/06/2020, 4:34",20,23,23,1973,46,waiting for departure
2326,1750,8,56,332,500,"01/03/2021, 8:42","01/03/2021, 22:34",10,25,25,4122,25,delayed
2327,898,8,77,157,448,"24/04/2021, 4:35","24/04/2021, 12:29",22,22,22,2850,55,canceled
2328,263,3,64,126,197,"08/01/2019, 21:32","09/01/2019, 16:57",24,22,22,2810,31,waiting for departure
2329,1853,1,89,689,423,"14/07/2022, 1:40","14/07/2022, 10:36",22,25,25,2405,19,arrived
2330,1175,1,62,943,326,"30/06/2016, 0:02","30/06/2016, 21:39",17,24,24,490,26,takeoff
2331,663,1,1,745,279,"19/12/2016, 10:38","19/12/2016, 22:30",20,25,25,3788,15,delayed
2332,306,1,75,666,474,"17/01/2022, 3:32","17/01/2022, 16:22",23,24,24,3177,36,takeoff
2333,955,5,25,125,192,"29/07/2021, 17:54","30/07/2021, 2:27",9,22,22,4900,20,takeoff
2334,1159,6,100,598,422,"07/09/2021, 20:28","08/09/2021, 1:44",15,24,24,1061,27,canceled
2335,1927,6,28,881,101,"14/05/2016, 2:12","14/05/2016, 6:31",8,24,24,1760,19,canceled
2336,1216,2,82,294,268,"13/06/2021, 23:44","14/06/2021, 6:38",11,25,25,3617,18,arrived
2337,290,7,17,138,357,"06/12/2015, 10:20","07/12/2015, 5:03",16,22,22,1454,35,canceled
2338,120,5,1,595,129,"27/10/2017, 19:32","28/10/2017, 0:00",22,24,24,4073,9,arrived
2339,209,8,35,558,123,"17/07/2021, 12:51","17/07/2021, 23:52",3,23,23,3557,21,takeoff
2340,734,5,91,716,141,"15/08/2019, 9:55","16/08/2019, 8:53",1,22,22,3574,57,waiting for departure
2341,1840,1,100,196,269,"21/02/2018, 18:16","22/02/2018, 8:50",1,22,22,1085,10,takeoff
2342,409,3,2,423,382,"23/07/2021, 4:30","23/07/2021, 7:52",15,22,22,552,1,arrived
2343,373,1,6,906,495,"12/08/2019, 4:44","12/08/2019, 18:24",1,25,25,1821,12,waiting for departure
2344,479,1,4,925,479,"12/09/2020, 12:56","13/09/2020, 2:05",15,22,22,2287,19,takeoff
2345,882,4,34,177,314,"04/07/2019, 13:27","05/07/2019, 0:07",23,23,23,2050,3,takeoff
2346,1616,5,85,858,221,"28/04/2020, 7:38","28/04/2020, 13:06",22,24,24,2316,35,arrived
2347,455,4,90,213,404,"03/08/2021, 16:32","04/08/2021, 9:15",6,22,22,947,11,delayed
2348,1765,8,69,117,200,"23/05/2021, 9:25","23/05/2021, 21:15",16,24,24,1200,18,waiting for departure
2349,1838,4,44,175,414,"28/03/2016, 22:12","29/03/2016, 8:37",11,25,25,366,10,takeoff
2350,98,7,53,573,262,"17/09/2015, 7:09","18/09/2015, 3:30",9,24,24,738,15,arrived
2351,272,5,15,385,289,"04/06/2020, 5:04","05/06/2020, 3:13",16,24,24,3650,29,arrived
2352,816,4,70,362,486,"20/06/2021, 19:05","21/06/2021, 0:12",10,23,23,3458,11,canceled
2353,850,5,37,549,136,"23/11/2018, 5:03","23/11/2018, 18:32",15,22,22,1085,13,waiting for departure
2354,1708,4,14,907,102,"15/11/2018, 1:54","15/11/2018, 7:43",7,22,22,3904,47,canceled
2355,957,1,70,233,403,"08/05/2015, 2:23","08/05/2015, 7:35",6,23,23,736,3,waiting for departure
2356,292,8,44,300,481,"10/02/2020, 6:24","11/02/2020, 4:43",20,22,22,979,46,waiting for departure
2357,311,2,51,522,232,"29/08/2022, 20:02","30/08/2022, 10:54",23,25,25,646,49,arrived
2358,1424,8,14,548,324,"22/12/2019, 20:17","23/12/2019, 14:55",7,23,23,3383,19,waiting for departure
2359,1609,8,29,380,207,"01/09/2018, 17:21","02/09/2018, 7:22",19,24,24,3107,36,delayed
2360,1636,2,44,785,337,"08/10/2015, 20:56","09/10/2015, 12:22",14,25,25,3658,52,arrived
2361,545,6,90,942,469,"02/01/2018, 16:33","03/01/2018, 10:59",3,25,25,919,46,canceled
2362,1551,2,13,365,148,"09/08/2019, 4:39","10/08/2019, 3:46",16,23,23,2256,15,waiting for departure
2363,578,1,28,615,347,"22/10/2016, 23:48","23/10/2016, 10:08",4,23,23,4575,60,waiting for departure
2364,1160,3,59,264,331,"25/02/2015, 3:13","25/02/2015, 20:01",16,25,25,4715,48,canceled
2365,1236,2,43,455,396,"21/10/2019, 15:11","21/10/2019, 22:41",24,23,23,4326,4,delayed
2366,1104,7,77,429,214,"14/05/2016, 11:19","14/05/2016, 18:14",15,25,25,3573,49,canceled
2367,1124,1,45,911,208,"22/05/2019, 20:34","23/05/2019, 13:46",11,23,23,1668,34,delayed
2368,1017,1,45,413,150,"03/01/2017, 17:14","04/01/2017, 3:48",1,22,22,1450,13,arrived
2369,1618,6,99,897,396,"01/02/2015, 19:28","02/02/2015, 11:26",21,25,25,592,54,canceled
2370,1036,7,69,724,160,"01/09/2015, 14:44","02/09/2015, 7:15",11,22,22,2221,26,canceled
2371,952,4,96,879,279,"08/12/2019, 6:59","08/12/2019, 11:33",17,22,22,4040,46,waiting for departure
2372,1078,1,2,908,283,"15/03/2015, 14:21","16/03/2015, 6:54",17,24,24,755,9,takeoff
2373,1510,6,60,305,436,"20/06/2016, 14:00","21/06/2016, 10:19",7,22,22,884,3,delayed
2374,1389,1,8,777,233,"04/10/2018, 13:12","04/10/2018, 22:10",6,23,23,2150,33,waiting for departure
2375,124,4,47,562,482,"13/02/2020, 11:22","14/02/2020, 2:42",22,24,24,2482,44,waiting for departure
2376,772,7,77,727,101,"26/12/2015, 15:08","27/12/2015, 2:21",20,23,23,2502,16,arrived
2377,1768,4,38,557,409,"24/11/2017, 5:17","24/11/2017, 11:57",13,25,25,438,31,waiting for departure
2378,834,4,88,898,119,"12/10/2021, 6:01","12/10/2021, 12:13",3,25,25,2716,24,waiting for departure
2379,1956,4,38,427,329,"27/02/2018, 8:05","27/02/2018, 23:57",7,23,23,4660,24,arrived
2380,845,6,63,740,151,"14/02/2016, 23:59","15/02/2016, 22:47",16,23,23,1269,52,canceled
2381,1320,2,18,357,111,"30/06/2020, 10:38","01/07/2020, 2:21",6,25,25,1548,25,takeoff
2382,1703,2,98,479,479,"17/06/2015, 5:09","17/06/2015, 23:19",15,22,22,373,30,canceled
2383,1980,1,52,903,440,"03/04/2020, 18:15","04/04/2020, 7:57",16,23,23,3666,41,canceled
2384,634,7,84,813,429,"02/12/2019, 7:25","02/12/2019, 22:35",1,24,24,516,12,canceled
2385,386,7,11,310,294,"09/07/2017, 11:31","10/07/2017, 1:08",12,25,25,1567,59,takeoff
2386,78,5,38,748,164,"06/10/2021, 16:44","07/10/2021, 3:35",7,24,24,4193,36,waiting for departure
2387,397,8,90,898,110,"21/10/2022, 2:49","21/10/2022, 22:06",22,25,25,2167,30,canceled
2388,1727,6,85,551,333,"23/11/2015, 2:44","23/11/2015, 5:35",14,23,23,4544,56,takeoff
2389,46,3,44,719,244,"11/11/2018, 11:53","12/11/2018, 10:53",11,23,23,2671,45,canceled
2390,694,8,14,843,441,"28/10/2021, 22:31","29/10/2021, 21:26",3,23,23,3708,54,arrived
2391,1281,4,21,678,465,"08/05/2022, 8:13","09/05/2022, 5:13",24,24,24,4285,32,delayed
2392,236,4,57,434,150,"29/01/2021, 8:29","30/01/2021, 1:08",12,24,24,3597,26,waiting for departure
2393,368,7,6,815,264,"02/11/2017, 17:37","03/11/2017, 4:04",8,22,22,4422,28,arrived
2394,268,8,72,294,181,"11/06/2019, 19:56","12/06/2019, 15:57",22,22,22,930,59,takeoff
2395,1536,4,10,755,130,"06/09/2018, 12:50","07/09/2018, 3:42",22,23,23,4591,16,arrived
2396,606,8,28,127,245,"23/08/2022, 7:23","23/08/2022, 12:00",12,25,25,2729,7,arrived
2397,276,1,90,498,395,"04/12/2020, 6:17","04/12/2020, 9:02",8,25,25,1919,1,delayed
2398,193,8,57,822,331,"06/05/2018, 7:30","06/05/2018, 21:48",22,25,25,3773,20,waiting for departure
2399,61,7,59,831,221,"13/07/2022, 3:41","13/07/2022, 17:07",6,23,23,1738,14,delayed
2400,1317,6,43,260,403,"26/03/2019, 5:18","26/03/2019, 13:49",11,25,25,4214,3,waiting for departure
2401,385,8,12,385,162,"05/07/2019, 1:51","05/07/2019, 10:12",14,24,24,3500,44,takeoff
2402,1453,4,65,283,469,"02/06/2015, 1:01","02/06/2015, 17:42",2,22,22,3764,58,waiting for departure
2403,1316,7,87,231,458,"09/03/2015, 14:34","09/03/2015, 23:12",18,24,24,308,56,arrived
2404,1882,1,84,264,457,"24/08/2016, 17:46","25/08/2016, 16:41",21,22,22,2812,8,canceled
2405,315,4,40,530,373,"01/05/2018, 13:09","02/05/2018, 10:28",5,22,22,2268,29,arrived
2406,901,6,38,629,149,"14/06/2020, 22:02","15/06/2020, 0:31",2,23,23,2872,43,canceled
2407,1597,2,15,311,487,"23/10/2021, 11:14","24/10/2021, 8:17",24,22,22,2275,24,delayed
2408,193,6,31,760,402,"24/01/2019, 20:55","24/01/2019, 23:04",14,23,23,4818,46,canceled
2409,267,5,91,599,258,"22/09/2018, 22:01","23/09/2018, 13:08",3,25,25,4268,38,canceled
2410,344,3,15,574,363,"19/04/2016, 14:43","20/04/2016, 13:51",13,24,24,1995,39,takeoff
2411,237,7,55,464,327,"29/12/2018, 1:09","29/12/2018, 9:46",10,25,25,943,24,takeoff
2412,1027,3,14,237,203,"12/06/2015, 20:16","13/06/2015, 2:16",9,24,24,3788,36,delayed
2413,249,1,51,159,459,"10/08/2020, 9:23","10/08/2020, 14:31",1,22,22,548,27,delayed
2414,1403,6,54,367,343,"12/08/2018, 11:05","12/08/2018, 19:56",15,24,24,4555,38,delayed
2415,703,8,56,581,426,"28/06/2015, 20:35","29/06/2015, 1:17",19,24,24,2953,48,arrived
2416,542,2,35,465,392,"09/10/2015, 8:28","09/10/2015, 20:52",18,25,25,2505,44,takeoff
2417,1752,4,51,742,290,"19/02/2018, 18:25","20/02/2018, 8:38",20,23,23,1196,59,delayed
2418,1174,4,86,158,130,"02/05/2018, 22:41","03/05/2018, 16:48",19,25,25,1240,53,arrived
2419,1262,2,34,550,180,"12/02/2017, 15:33","13/02/2017, 7:01",17,25,25,3057,9,takeoff
2420,435,6,65,583,454,"28/07/2019, 2:06","28/07/2019, 14:31",23,23,23,2595,42,arrived
2421,1455,3,45,721,383,"17/12/2019, 9:59","17/12/2019, 17:27",9,24,24,4369,48,arrived
2422,748,2,73,223,106,"12/02/2017, 8:18","12/02/2017, 10:33",8,25,25,3444,13,arrived
2423,1825,5,14,591,230,"17/09/2020, 20:54","18/09/2020, 15:26",22,24,24,2787,40,arrived
2424,1916,3,98,404,298,"09/05/2017, 13:53","09/05/2017, 22:59",2,23,23,3391,5,arrived
2425,698,7,38,861,396,"15/11/2019, 12:03","16/11/2019, 11:50",13,23,23,4424,56,delayed
2426,1417,7,72,111,346,"07/09/2022, 20:56","08/09/2022, 3:20",18,24,24,3434,32,arrived
2427,1226,1,55,277,282,"21/07/2021, 3:21","21/07/2021, 19:12",11,24,24,3291,4,delayed
2428,1963,7,72,627,234,"22/05/2015, 17:14","23/05/2015, 6:26",13,23,23,1703,43,takeoff
2429,1368,6,98,472,162,"18/04/2015, 15:43","19/04/2015, 10:58",15,23,23,4338,42,arrived
2430,1325,8,73,433,472,"18/06/2018, 10:32","19/06/2018, 8:01",24,23,23,4124,15,waiting for departure
2431,678,7,29,438,264,"12/11/2022, 5:12","12/11/2022, 15:20",1,23,23,2406,17,arrived
2432,8,2,67,950,200,"14/06/2018, 3:40","14/06/2018, 14:44",6,25,25,1661,53,canceled
2433,630,1,76,605,387,"26/07/2015, 18:26","27/07/2015, 1:33",2,24,24,836,59,delayed
2434,1341,8,16,826,485,"31/08/2017, 12:18","31/08/2017, 17:16",24,24,24,3859,55,delayed
2435,481,3,82,837,308,"28/06/2018, 13:26","28/06/2018, 20:22",23,23,23,789,42,delayed
2436,529,1,90,279,418,"16/04/2016, 11:50","16/04/2016, 22:35",11,23,23,3188,43,waiting for departure
2437,90,1,49,318,331,"18/03/2021, 9:37","19/03/2021, 0:03",18,24,24,646,44,canceled
2438,121,5,38,772,155,"07/05/2018, 3:06","07/05/2018, 18:08",11,25,25,930,53,canceled
2439,775,3,31,861,500,"20/03/2019, 8:19","20/03/2019, 20:52",9,25,25,3450,19,takeoff
2440,1681,8,92,764,116,"09/12/2021, 19:22","09/12/2021, 21:30",1,25,25,1650,39,canceled
2441,621,1,1,164,242,"15/01/2017, 4:11","15/01/2017, 11:48",24,25,25,824,18,canceled
2442,915,8,31,325,355,"06/11/2019, 15:47","07/11/2019, 4:56",2,25,25,1204,19,waiting for departure
2443,464,1,75,930,298,"23/09/2022, 4:55","23/09/2022, 16:42",5,25,25,459,54,takeoff
2444,462,2,20,924,277,"09/04/2016, 6:41","09/04/2016, 18:20",15,25,25,1741,24,canceled
2445,1918,6,82,514,497,"26/07/2016, 0:21","26/07/2016, 4:45",3,24,24,330,27,arrived
2446,1925,4,15,331,398,"07/07/2021, 22:41","08/07/2021, 13:12",21,23,23,3363,52,arrived
2447,1987,4,50,117,305,"14/09/2017, 22:42","15/09/2017, 2:47",8,25,25,4210,55,takeoff
2448,1528,6,85,319,412,"14/05/2018, 18:31","15/05/2018, 17:52",13,24,24,3258,3,waiting for departure
2449,962,3,100,952,114,"20/10/2017, 4:16","20/10/2017, 21:46",12,23,23,4189,7,arrived
2450,693,3,29,347,301,"01/02/2020, 17:19","01/02/2020, 22:31",10,24,24,1405,41,canceled
2451,935,3,87,387,213,"13/01/2021, 4:50","14/01/2021, 1:10",6,24,24,3760,51,canceled
2452,1595,3,31,894,106,"23/03/2019, 2:47","23/03/2019, 20:23",5,25,25,2445,20,takeoff
2453,1413,5,74,273,378,"01/02/2017, 11:14","02/02/2017, 2:04",22,23,23,2904,35,canceled
2454,601,6,75,790,207,"27/03/2016, 17:46","28/03/2016, 10:57",7,25,25,3222,6,waiting for departure
2455,1217,8,74,456,417,"03/03/2018, 13:55","04/03/2018, 7:36",20,22,22,1893,6,takeoff
2456,932,3,76,817,291,"06/05/2021, 4:00","07/05/2021, 2:46",24,24,24,4935,14,takeoff
2457,1752,8,44,443,110,"17/06/2015, 2:20","17/06/2015, 7:17",11,23,23,905,55,delayed
2458,136,3,77,705,269,"19/05/2020, 9:24","19/05/2020, 16:25",17,24,24,2152,6,canceled
2459,152,1,39,210,295,"25/12/2015, 1:05","25/12/2015, 11:39",14,22,22,1720,19,takeoff
2460,610,5,34,379,402,"10/06/2019, 10:04","10/06/2019, 15:45",13,23,23,2881,36,takeoff
2461,314,6,95,214,158,"25/09/2019, 0:05","25/09/2019, 15:27",5,22,22,3501,51,arrived
2462,27,1,82,893,459,"31/05/2017, 5:38","31/05/2017, 23:26",23,23,23,2696,60,waiting for departure
2463,1507,3,68,491,163,"08/09/2019, 14:04","09/09/2019, 7:34",6,25,25,3735,20,canceled
2464,103,3,30,761,223,"03/06/2022, 10:56","04/06/2022, 8:17",22,22,22,2139,51,waiting for departure
2465,1931,8,22,818,197,"09/08/2019, 21:00","10/08/2019, 4:46",12,23,23,836,45,canceled
2466,662,4,80,542,134,"30/04/2020, 8:03","30/04/2020, 14:16",19,23,23,1685,16,waiting for departure
2467,1506,4,73,834,303,"12/11/2021, 5:50","12/11/2021, 22:35",19,24,24,1773,11,waiting for departure
2468,57,8,81,841,219,"06/05/2015, 9:11","06/05/2015, 23:07",16,23,23,1861,34,waiting for departure
2469,1186,7,26,735,463,"08/02/2015, 19:45","09/02/2015, 16:29",6,23,23,2142,21,canceled
2470,1312,2,14,296,261,"30/01/2019, 4:31","30/01/2019, 22:31",12,24,24,2815,9,arrived
2471,1264,5,10,702,197,"07/05/2021, 19:26","08/05/2021, 2:41",23,24,24,3164,53,delayed
2472,1958,4,50,769,367,"23/09/2022, 15:58","24/09/2022, 12:56",24,23,23,456,36,arrived
2473,1549,5,29,704,399,"27/03/2020, 17:38","27/03/2020, 23:58",9,23,23,2222,60,waiting for departure
2474,388,3,9,311,168,"18/10/2022, 13:17","19/10/2022, 9:10",17,23,23,1887,47,canceled
2475,1363,3,86,237,490,"01/12/2016, 3:29","01/12/2016, 14:07",11,22,22,2487,8,delayed
2476,340,8,60,761,446,"08/10/2018, 0:13","08/10/2018, 20:07",5,25,25,1923,48,delayed
2477,1077,2,58,234,492,"14/02/2020, 23:45","15/02/2020, 11:07",9,22,22,2926,51,delayed
2478,1992,1,32,824,211,"29/12/2020, 6:15","29/12/2020, 8:33",15,22,22,393,19,takeoff
2479,486,6,29,141,304,"08/11/2015, 10:31","08/11/2015, 12:39",21,23,23,2559,55,canceled
2480,1514,3,72,366,142,"12/01/2018, 11:08","12/01/2018, 23:02",2,23,23,2438,15,arrived
2481,114,7,75,672,313,"09/12/2016, 6:03","09/12/2016, 16:13",13,23,23,841,2,takeoff
2482,1652,1,23,989,458,"04/07/2022, 14:03","04/07/2022, 19:56",17,23,23,4249,22,delayed
2483,1030,3,42,619,164,"01/02/2018, 11:42","01/02/2018, 15:53",7,23,23,839,54,arrived
2484,1716,5,96,233,353,"10/11/2017, 10:39","11/11/2017, 1:14",4,23,23,4519,52,waiting for departure
2485,487,7,88,910,353,"12/04/2022, 19:31","13/04/2022, 8:40",14,23,23,2477,58,waiting for departure
2486,874,1,47,182,101,"08/02/2015, 20:34","09/02/2015, 14:43",10,23,23,4041,44,delayed
2487,284,3,57,791,385,"12/04/2020, 20:51","13/04/2020, 17:11",17,22,22,3887,1,takeoff
2488,944,6,79,125,202,"26/01/2021, 2:26","26/01/2021, 23:16",1,22,22,4997,16,delayed
2489,1045,6,28,661,192,"07/05/2022, 21:36","08/05/2022, 10:05",12,25,25,4547,14,delayed
2490,454,3,25,576,457,"17/08/2019, 23:01","18/08/2019, 18:25",9,22,22,1131,34,canceled
2491,1072,6,85,814,303,"14/09/2020, 8:17","14/09/2020, 11:19",19,24,24,4781,26,delayed
