ID,STATUS,ARRIVAL_COST,DEPARTURE_COST,ARRIVAL_DATE,DEPARTURE_DATE,AIRCRAFT_ID,ROUTE_ID,TOTAL_FUEL_COST
810,DELAYED,40563,50985,22/10/2017,21/10/2017,23,23,1419637
811,CANCELLED,57903,48837,,,116,1982,1674416
812,ARRIVED,43706,90117,21/12/2016,20/12/2016,173,1010,1839948
813,CANCELLED,78051,70283,,,81,2082,1868536
814,DELAYED,60993,30452,04/02/2022,04/02/2022,105,996,1110282
815,CANCELLED,88207,80178,,,167,1238,1661427
816,CANCELLED,40737,38379,,,15,1721,1006822
817,DELAYED,86107,51176,18/11/2020,18/11/2020,24,254,1778009
818,WAITING FOR DEPARTURE,92800,48445,,,162,1028,1902354
819,CANCELLED,91900,99378,,,54,597,1256776
820,ARRIVED,57577,35530,10/05/2020,10/05/2020,188,2003,1445816
821,CANCELLED,79002,64881,,,22,1919,1887662
822,WAITING FOR DEPARTURE,92892,75008,,,156,386,1974744
823,ARRIVED,49167,58387,23/08/2016,23/08/2016,104,165,1908383
824,TAKEOFF,94428,68222,06/02/2018,06/02/2018,150,1232,1697779
825,TAKEOFF,36726,89072,14/02/2015,14/02/2015,46,883,1533641
826,CANCELLED,81765,31086,,,84,53,1279649
827,TAKEOFF,63466,84240,23/08/2017,23/08/2017,51,1329,1491492
828,CANCELLED,64425,58963,,,16,1428,1157120
829,WAITING FOR DEPARTURE,91194,76360,,,138,151,1355327
830,CANCELLED,56222,88250,,,81,697,1026695
831,WAITING FOR DEPARTURE,46111,70569,,,47,768,1869511
832,ARRIVED,83477,57989,30/06/2021,29/06/2021,144,1215,1797418
833,CANCELLED,66543,92094,,,177,614,1564042
834,DELAYED,62290,73331,01/03/2019,28/02/2019,69,1228,1015670
835,CANCELLED,60859,87562,,,87,235,1043799
836,CANCELLED,81720,71611,,,116,157,1078066
837,TAKEOFF,50549,47056,21/01/2022,21/01/2022,188,1053,1446440
838,DELAYED,79849,37675,22/10/2016,22/10/2016,15,368,1384026
839,WAITING FOR DEPARTURE,67377,48691,,,11,1944,1688003
840,CANCELLED,48127,43001,,,5,121,1144770
841,WAITING FOR DEPARTURE,79258,54128,,,46,399,1298946
842,WAITING FOR DEPARTURE,62575,91116,,,101,397,1361299
843,DELAYED,34415,88387,18/10/2020,18/10/2020,5,1658,1886542
844,WAITING FOR DEPARTURE,41994,52722,,,121,1184,1653250
845,TAKEOFF,97686,64613,09/11/2022,08/11/2022,131,1149,1559524
846,CANCELLED,50634,47073,,,66,356,1004576
847,ARRIVED,75868,87668,24/06/2018,23/06/2018,170,652,1787998
848,DELAYED,70417,75985,13/12/2019,12/12/2019,151,544,1915793
849,ARRIVED,61733,71531,03/04/2015,02/04/2015,47,1548,1183955
850,TAKEOFF,36198,51451,28/05/2019,28/05/2019,56,1871,1044979
851,TAKEOFF,55663,91750,04/12/2016,03/12/2016,80,516,1893868
852,CANCELLED,91005,72540,,,162,1720,1895038
853,WAITING FOR DEPARTURE,44290,40156,,,26,1838,1863788
854,TAKEOFF,31168,40542,10/10/2015,10/10/2015,67,1052,1432636
855,ARRIVED,67140,53427,29/07/2022,28/07/2022,60,1498,1637758
856,CANCELLED,40103,83756,,,187,323,1882448
857,TAKEOFF,97715,46054,13/03/2017,13/03/2017,23,974,1855041
858,WAITING FOR DEPARTURE,52695,92194,,,69,469,1240483
859,TAKEOFF,40233,53362,22/05/2018,22/05/2018,49,1076,1079397
860,TAKEOFF,81443,73046,23/10/2016,22/10/2016,100,567,1498416
861,ARRIVED,52338,34280,14/10/2021,13/10/2021,105,1307,1833693
862,ARRIVED,38329,63052,13/01/2016,13/01/2016,46,1870,1499919
863,WAITING FOR DEPARTURE,92796,63361,,,122,1386,1760019
864,WAITING FOR DEPARTURE,59630,55728,,,172,1786,1461113
865,TAKEOFF,81376,51420,30/04/2020,30/04/2020,114,221,1556114
866,CANCELLED,69128,93883,,,67,1507,1071277
867,TAKEOFF,73462,45444,15/01/2018,15/01/2018,29,1602,1132184
868,DELAYED,91954,99372,11/08/2018,10/08/2018,166,1135,1346890
869,WAITING FOR DEPARTURE,52439,71973,,,58,429,1328622
870,ARRIVED,73928,65553,20/08/2017,20/08/2017,28,1235,1008042
871,TAKEOFF,79047,38106,26/10/2016,25/10/2016,95,310,1483515
872,CANCELLED,69727,70872,,,2,1423,1277226
873,TAKEOFF,70655,92001,26/05/2015,26/05/2015,95,130,1357934
874,ARRIVED,35250,54236,21/08/2021,20/08/2021,15,1319,1408353
875,DELAYED,33380,97909,08/11/2019,07/11/2019,93,39,1353108
876,WAITING FOR DEPARTURE,95171,35447,,,51,1203,1021652
877,WAITING FOR DEPARTURE,69977,97854,,,105,427,1445028
878,ARRIVED,48969,31829,12/04/2021,11/04/2021,130,1244,1591530
879,CANCELLED,96916,86903,,,142,1586,1873644
880,CANCELLED,53335,98200,,,184,967,1439744
881,WAITING FOR DEPARTURE,73752,46239,,,147,990,1889994
882,ARRIVED,52214,69072,19/02/2021,19/02/2021,90,1852,1531713
883,ARRIVED,91813,76164,06/03/2019,05/03/2019,17,1735,1735527
884,ARRIVED,89080,80728,29/12/2017,28/12/2017,163,15,1480192
885,DELAYED,44290,55898,17/06/2016,16/06/2016,128,2089,1918999
886,DELAYED,95501,55054,11/06/2017,11/06/2017,160,266,1388249
887,CANCELLED,79377,84905,,,55,1596,1473941
888,TAKEOFF,81260,74923,20/02/2017,19/02/2017,20,202,1848687
889,TAKEOFF,93604,80252,10/07/2019,09/07/2019,73,1867,1540207
890,WAITING FOR DEPARTURE,44534,50361,,,54,1425,1334857
891,CANCELLED,35523,56758,,,84,210,1887732
892,WAITING FOR DEPARTURE,45810,37962,,,100,1455,1989710
893,DELAYED,83362,81065,23/11/2018,23/11/2018,165,127,1178086
894,DELAYED,74647,97357,03/02/2020,02/02/2020,141,1293,1642496
895,ARRIVED,70710,57664,09/02/2017,09/02/2017,0,127,1248660
896,ARRIVED,41684,41350,24/03/2018,23/03/2018,16,1789,1437347
897,DELAYED,81263,31076,05/05/2021,04/05/2021,165,856,1966665
898,DELAYED,92762,63081,24/05/2016,24/05/2016,167,1596,1553062
899,TAKEOFF,58808,81618,05/12/2016,05/12/2016,8,249,1525623
900,TAKEOFF,71209,75932,29/09/2015,28/09/2015,101,1097,1499339
901,TAKEOFF,71144,92339,13/10/2016,12/10/2016,67,526,1235966
902,TAKEOFF,72252,31882,01/01/2016,31/12/2015,28,1701,1492249
903,DELAYED,38171,69931,14/05/2018,14/05/2018,115,757,1431335
904,ARRIVED,32986,52138,08/12/2017,07/12/2017,161,119,1483992
905,CANCELLED,79057,91847,,,107,1237,1085418
906,CANCELLED,76658,96010,,,84,1475,1411541
907,ARRIVED,63202,92483,09/02/2016,09/02/2016,119,1766,1782528
908,ARRIVED,41319,32723,14/01/2017,13/01/2017,25,429,1442909
909,WAITING FOR DEPARTURE,75587,58448,,,30,301,1371322
910,WAITING FOR DEPARTURE,55616,94267,,,118,1479,1317407
911,WAITING FOR DEPARTURE,92086,92537,,,43,775,1186971
912,ARRIVED,72549,86890,05/12/2019,04/12/2019,37,1534,1370064
913,CANCELLED,59966,45196,,,48,634,1959306
914,TAKEOFF,62082,86647,23/06/2018,23/06/2018,134,1391,1853342
915,ARRIVED,64226,43597,20/07/2019,19/07/2019,17,265,1915582
916,ARRIVED,94725,36115,31/10/2021,30/10/2021,115,649,1127375
917,DELAYED,30332,89406,16/08/2018,16/08/2018,121,1147,1494168
918,CANCELLED,40790,50657,,,141,468,1865565
919,WAITING FOR DEPARTURE,76201,97999,,,98,1570,1903811
920,WAITING FOR DEPARTURE,81358,34614,,,117,1772,1715729
921,TAKEOFF,30948,95964,10/11/2020,09/11/2020,71,1185,1203750
922,WAITING FOR DEPARTURE,71690,81946,,,159,173,1121249
923,CANCELLED,97870,35361,,,177,1028,1952523
924,WAITING FOR DEPARTURE,95047,59097,,,128,1641,1165658
925,CANCELLED,42580,34084,,,77,1644,1675745
926,CANCELLED,30626,46306,,,103,1326,1472835
927,WAITING FOR DEPARTURE,53547,81217,,,88,839,1360100
928,WAITING FOR DEPARTURE,41394,69275,,,35,1420,1072922
929,WAITING FOR DEPARTURE,69141,97186,,,110,1661,1498256
930,CANCELLED,31676,33710,,,96,1287,1864461
931,ARRIVED,85071,37250,16/08/2022,16/08/2022,12,1430,1543131
932,CANCELLED,74436,36272,,,173,324,1013988
933,CANCELLED,51057,77719,,,79,984,1645866
934,DELAYED,81864,42137,03/11/2019,02/11/2019,70,165,1844043
935,ARRIVED,68019,64939,10/09/2021,10/09/2021,159,33,1355894
936,DELAYED,33288,89759,19/09/2017,18/09/2017,143,1281,1233787
937,TAKEOFF,89611,78934,30/03/2019,29/03/2019,100,1900,1271911
938,ARRIVED,30070,81662,26/01/2015,25/01/2015,168,496,1715959
939,WAITING FOR DEPARTURE,98219,69994,,,9,558,1524100
940,TAKEOFF,32489,65879,02/04/2019,01/04/2019,155,827,1966360
941,ARRIVED,99487,51988,24/01/2020,23/01/2020,141,140,1318784
942,CANCELLED,58961,52673,,,104,242,1333305
943,DELAYED,79214,98888,26/11/2019,25/11/2019,181,1485,1660436
944,TAKEOFF,78144,51360,25/10/2020,24/10/2020,51,2059,1276505
945,WAITING FOR DEPARTURE,58988,55821,,,188,1542,1582999
946,CANCELLED,83596,91702,,,164,1687,1524304
947,TAKEOFF,86924,89611,12/04/2019,12/04/2019,29,1564,1698992
948,TAKEOFF,89239,87676,03/07/2015,02/07/2015,38,1188,1654245
949,ARRIVED,37636,45165,31/03/2016,31/03/2016,15,1146,1330457
950,ARRIVED,65820,52813,19/01/2022,19/01/2022,181,1057,1835579
951,DELAYED,39459,85374,15/12/2018,14/12/2018,53,1944,1761064
952,TAKEOFF,84903,67892,11/11/2016,10/11/2016,23,372,1166271
953,WAITING FOR DEPARTURE,33346,73744,,,186,1240,1217330
954,TAKEOFF,67688,61552,15/07/2015,14/07/2015,81,494,1026531
955,TAKEOFF,70202,96312,08/11/2018,07/11/2018,186,788,1751763
956,CANCELLED,98012,47831,,,118,1912,1942708
957,ARRIVED,37305,37806,16/07/2017,16/07/2017,137,1223,1126717
958,DELAYED,55162,57629,19/02/2022,19/02/2022,76,589,1197624
959,WAITING FOR DEPARTURE,78148,89746,,,118,1354,1478514
960,TAKEOFF,75964,42865,20/06/2021,19/06/2021,73,1682,1346401
961,WAITING FOR DEPARTURE,65199,36247,,,31,1471,1241136
962,CANCELLED,60928,53186,,,110,143,1757101
963,DELAYED,46323,67156,29/01/2015,29/01/2015,28,423,1881410
964,DELAYED,71929,96939,11/01/2017,11/01/2017,23,1149,1144979
965,DELAYED,92883,38076,26/11/2020,25/11/2020,119,1088,1433172
966,WAITING FOR DEPARTURE,34381,96525,,,27,943,1856391
967,DELAYED,67967,45651,07/04/2015,07/04/2015,187,836,1207350
968,ARRIVED,58691,35022,11/02/2018,10/02/2018,152,858,1474203
969,CANCELLED,65070,60502,,,77,1110,1329191
970,WAITING FOR DEPARTURE,57547,53058,,,90,1698,1835665
971,DELAYED,63710,97879,27/01/2019,26/01/2019,15,606,1084786
972,DELAYED,42853,37235,06/11/2017,05/11/2017,99,467,1448840
973,CANCELLED,95040,41693,,,170,1193,1697603
974,CANCELLED,42651,98156,,,176,1207,1841079
975,WAITING FOR DEPARTURE,99518,32692,,,38,1592,1865965
976,CANCELLED,53241,98639,,,123,1711,1486698
977,DELAYED,67035,43065,06/04/2019,06/04/2019,12,386,1638848
978,TAKEOFF,57722,55746,09/12/2015,09/12/2015,175,765,1414979
979,WAITING FOR DEPARTURE,37965,59367,,,108,181,1363785
980,TAKEOFF,65269,81437,18/12/2016,18/12/2016,113,1073,1412925
981,DELAYED,30026,81226,27/07/2020,27/07/2020,167,1122,1188588
982,CANCELLED,33776,37041,,,41,1248,1882917
983,WAITING FOR DEPARTURE,93668,76488,,,95,1742,1042658
984,CANCELLED,84596,97721,,,176,1652,1194597
985,CANCELLED,66417,75693,,,41,1082,1722538
986,DELAYED,33384,88471,14/12/2018,13/12/2018,12,1836,1732927
987,DELAYED,33431,64918,22/07/2020,22/07/2020,154,526,1625601
988,ARRIVED,33651,84130,16/01/2022,15/01/2022,132,605,1903588
989,WAITING FOR DEPARTURE,62489,35683,,,47,1259,1763943
990,ARRIVED,71958,31409,17/05/2018,16/05/2018,52,1582,1647979
991,WAITING FOR DEPARTURE,35978,41733,,,31,1646,1628180
992,DELAYED,57133,96745,07/05/2020,07/05/2020,106,260,1356921
993,DELAYED,64465,66085,06/08/2022,06/08/2022,74,1624,1269275
994,DELAYED,86147,88879,03/09/2016,02/09/2016,188,1917,1660822
995,ARRIVED,77122,51964,29/09/2020,29/09/2020,137,2096,1694490
996,DELAYED,91789,66775,21/07/2015,21/07/2015,158,1120,1567848
997,ARRIVED,50703,40503,10/05/2018,09/05/2018,149,1649,1162047
998,CANCELLED,40027,69126,,,170,2075,1163797
999,ARRIVED,45478,54612,10/11/2018,09/11/2018,63,1670,1920523
1000,DELAYED,49307,73835,10/11/2016,10/11/2016,113,914,1990208
1001,ARRIVED,60659,71777,11/08/2018,11/08/2018,31,1019,1241834
1002,ARRIVED,87889,86155,16/02/2020,16/02/2020,145,1670,1901823
1003,TAKEOFF,66356,51723,13/09/2018,13/09/2018,136,1165,1310199
1004,DELAYED,39725,91584,02/07/2015,02/07/2015,7,116,1088376
1005,CANCELLED,46027,38286,,,129,1312,1354968
1006,WAITING FOR DEPARTURE,84553,39435,,,99,2042,1016128
1007,DELAYED,33561,60879,23/02/2016,23/02/2016,180,1224,1324462
1008,TAKEOFF,38624,39038,03/02/2016,02/02/2016,66,289,1971575
1009,CANCELLED,36567,39702,,,147,980,1879088
1010,DELAYED,71731,47668,26/10/2016,26/10/2016,125,560,1428534
1011,DELAYED,89966,88048,21/07/2018,20/07/2018,146,438,1798742
1012,ARRIVED,59845,52922,02/12/2016,01/12/2016,48,1009,1559699
1013,ARRIVED,95650,46479,23/07/2021,22/07/2021,63,288,1060910
1014,WAITING FOR DEPARTURE,44454,95425,,,10,1675,1508467
1015,ARRIVED,32652,35379,12/12/2020,11/12/2020,165,1626,1485813
1016,WAITING FOR DEPARTURE,32582,93082,,,106,1413,1500823
1017,DELAYED,57401,49863,12/03/2021,11/03/2021,18,456,1140330
1018,DELAYED,76752,75073,16/07/2016,16/07/2016,132,692,1518719
1019,TAKEOFF,67411,59668,22/09/2018,21/09/2018,3,1892,1711071
1020,CANCELLED,85088,91065,,,15,1973,1405753
1021,TAKEOFF,78057,91421,14/07/2020,13/07/2020,41,1089,1267608
1022,WAITING FOR DEPARTURE,62803,39687,,,164,1084,1882074
1023,CANCELLED,78423,96659,,,118,779,1580633
1024,WAITING FOR DEPARTURE,40639,58150,,,30,509,1944151
1025,CANCELLED,39985,83406,,,173,1434,1099936
1026,CANCELLED,74130,51672,,,76,288,1283982
1027,ARRIVED,96512,34746,04/03/2021,03/03/2021,27,2034,1266577
1028,TAKEOFF,90603,63976,18/02/2021,18/02/2021,162,1387,1214697
1029,ARRIVED,62730,36612,05/02/2017,04/02/2017,154,222,1303138
1030,ARRIVED,88686,64622,22/02/2019,22/02/2019,104,1324,1449802
1031,WAITING FOR DEPARTURE,42603,63532,,,116,217,1397342
1032,DELAYED,91135,67739,10/05/2019,10/05/2019,165,605,1384959
1033,DELAYED,71751,82050,02/07/2015,02/07/2015,60,976,1987602
1034,CANCELLED,61041,46608,,,14,1720,1117823
1035,DELAYED,57985,75112,26/08/2020,25/08/2020,64,1528,1242654
1036,DELAYED,99967,89067,27/02/2022,27/02/2022,112,1373,1301004
1037,ARRIVED,49776,76636,24/02/2022,24/02/2022,133,915,1374504
1038,CANCELLED,87808,59183,,,154,1414,1176854
1039,WAITING FOR DEPARTURE,80642,75235,,,157,1087,1607639
1040,DELAYED,87170,34374,11/04/2018,10/04/2018,119,1476,1995824
1041,DELAYED,73199,73622,27/07/2016,27/07/2016,183,1254,1665016
1042,CANCELLED,30598,33475,,,182,614,1153484
1043,DELAYED,30979,79730,07/09/2015,06/09/2015,151,1787,1582077
1044,DELAYED,49004,67276,28/08/2018,28/08/2018,167,760,1171334
1045,ARRIVED,61729,76633,15/10/2018,14/10/2018,105,101,1867052
1046,WAITING FOR DEPARTURE,76161,49056,,,139,1780,1278383
1047,TAKEOFF,70847,93048,30/11/2017,29/11/2017,58,812,1850448
1048,WAITING FOR DEPARTURE,74254,92169,,,12,1644,1429664
1049,CANCELLED,88084,81830,,,162,236,1587851
1050,TAKEOFF,39364,86310,23/03/2019,22/03/2019,74,684,1646340
1051,ARRIVED,60337,61986,07/08/2017,06/08/2017,125,615,1350020
1052,DELAYED,84813,88356,14/05/2020,13/05/2020,150,1185,1809852
1053,WAITING FOR DEPARTURE,54636,74178,,,39,147,1261057
1054,WAITING FOR DEPARTURE,41848,56171,,,43,721,1632300
1055,TAKEOFF,32268,55861,11/02/2019,10/02/2019,95,103,1994819
1056,TAKEOFF,86899,70013,11/01/2015,10/01/2015,151,173,1565851
1057,ARRIVED,30869,71928,03/10/2015,02/10/2015,71,1982,1056104
1058,DELAYED,96245,79500,27/10/2020,27/10/2020,74,873,1563912
1059,ARRIVED,66166,90756,19/05/2020,19/05/2020,110,460,1238898
1060,WAITING FOR DEPARTURE,46789,65711,,,70,1650,1983452
1061,ARRIVED,57287,33706,03/07/2022,03/07/2022,19,796,1965413
1062,WAITING FOR DEPARTURE,63091,71085,,,180,1237,1482588
1063,WAITING FOR DEPARTURE,36676,49926,,,16,1671,1401420
1064,CANCELLED,50223,61013,,,92,2028,1097308
1065,DELAYED,78013,85281,11/02/2019,10/02/2019,26,122,1212382
1066,ARRIVED,74768,35971,23/01/2022,23/01/2022,143,105,1143594
1067,WAITING FOR DEPARTURE,87833,82769,,,136,246,1648485
1068,WAITING FOR DEPARTURE,41612,63450,,,158,462,1451767
1069,WAITING FOR DEPARTURE,67944,85687,,,98,1,1950376
1070,WAITING FOR DEPARTURE,71183,48627,,,108,1645,1660917
1071,CANCELLED,55604,78253,,,64,1436,1185097
1072,ARRIVED,75136,90528,23/05/2021,22/05/2021,2,341,1715879
1073,WAITING FOR DEPARTURE,50425,30443,,,42,602,1705639
1074,TAKEOFF,60599,47992,06/01/2021,05/01/2021,7,1603,1647957
1075,TAKEOFF,76949,64095,07/04/2020,06/04/2020,1,513,1607720
1076,WAITING FOR DEPARTURE,72150,33924,,,177,1838,1521310
1077,TAKEOFF,97697,97006,18/12/2021,17/12/2021,35,1493,1569600
1078,TAKEOFF,43845,91696,17/08/2015,17/08/2015,131,787,1777200
1079,ARRIVED,70953,37510,12/08/2022,11/08/2022,174,1151,1959335
1080,WAITING FOR DEPARTURE,48147,79817,,,106,1221,1985904
1081,TAKEOFF,38113,61759,04/10/2019,03/10/2019,104,1917,1756287
1082,CANCELLED,53564,66590,,,87,239,1176608
1083,WAITING FOR DEPARTURE,55199,36955,,,27,1650,1217916
1084,ARRIVED,36512,42883,24/04/2021,24/04/2021,12,141,1051429
1085,WAITING FOR DEPARTURE,42511,52648,,,148,2031,1247867
1086,ARRIVED,93488,59452,14/05/2022,13/05/2022,184,583,1068088
1087,ARRIVED,40573,36994,19/04/2019,18/04/2019,125,1500,1635887
1088,TAKEOFF,50113,71237,08/08/2020,07/08/2020,167,1201,1203140
1089,TAKEOFF,91262,82684,02/12/2018,01/12/2018,164,1372,1637142
1090,DELAYED,82204,74711,15/06/2017,14/06/2017,31,567,1645353
1091,DELAYED,66134,99120,21/04/2017,21/04/2017,107,1295,1212039
1092,DELAYED,56180,87030,17/04/2016,17/04/2016,100,134,1396757
1093,TAKEOFF,88514,89330,13/01/2022,13/01/2022,46,986,1934058
1094,ARRIVED,40224,80173,04/01/2022,04/01/2022,2,217,1427977
1095,ARRIVED,57727,49695,23/10/2017,22/10/2017,108,1137,1635491
1096,WAITING FOR DEPARTURE,73074,90440,,,15,1856,1374951
1097,DELAYED,50073,69705,17/10/2021,16/10/2021,0,969,1444230
1098,DELAYED,33040,40631,25/12/2020,24/12/2020,87,1285,1467098
1099,DELAYED,98811,54410,09/11/2019,09/11/2019,75,914,1039513
1100,DELAYED,58784,62434,17/12/2020,17/12/2020,18,1518,1661184
1101,TAKEOFF,59533,53996,15/11/2021,15/11/2021,104,747,1061061
1102,CANCELLED,61801,52097,,,50,1356,1333405
1103,ARRIVED,53310,83111,21/07/2021,21/07/2021,121,667,1895183
1104,WAITING FOR DEPARTURE,92715,95939,,,159,792,1814967
1105,TAKEOFF,88891,79870,27/07/2018,26/07/2018,25,300,1538422
1106,TAKEOFF,72252,51992,22/01/2020,21/01/2020,14,1267,1016465
1107,WAITING FOR DEPARTURE,96981,95890,,,8,1552,1219886
1108,DELAYED,60920,42364,05/06/2021,04/06/2021,52,1316,1480494
1109,TAKEOFF,85541,72802,22/12/2018,22/12/2018,157,330,1565505
1110,CANCELLED,60917,50114,,,166,454,1376188
1111,TAKEOFF,78259,34573,30/10/2019,29/10/2019,1,1918,1381749
1112,TAKEOFF,76438,30488,24/10/2018,23/10/2018,145,1112,1044568
1113,TAKEOFF,62100,85633,17/08/2020,16/08/2020,30,1733,1102616
1114,CANCELLED,85101,90249,,,118,1476,1174564
1115,CANCELLED,72389,70789,,,168,1898,1086911
1116,TAKEOFF,64016,69128,06/01/2021,06/01/2021,61,366,1326306
1117,ARRIVED,74231,95123,21/02/2018,21/02/2018,145,209,1299881
1118,TAKEOFF,81743,91650,01/03/2022,28/02/2022,188,906,1613762
1119,CANCELLED,69407,34853,,,84,1658,1326413
1120,DELAYED,79108,91680,25/08/2020,25/08/2020,134,338,1121174
1121,CANCELLED,58650,34789,,,93,1224,1895866
1122,CANCELLED,76251,38061,,,178,314,1215041
1123,TAKEOFF,56922,79131,09/12/2019,08/12/2019,138,880,1958587
1124,WAITING FOR DEPARTURE,97695,47373,,,183,478,1514820
1125,ARRIVED,49185,52480,24/04/2022,23/04/2022,157,1502,1200831
1126,ARRIVED,93783,54067,04/05/2020,03/05/2020,138,219,1044850
1127,DELAYED,77343,88117,12/05/2015,11/05/2015,112,1620,1322030
1128,TAKEOFF,69045,66792,11/05/2016,11/05/2016,78,1248,1091348
1129,CANCELLED,66367,73001,,,106,567,1646945
1130,WAITING FOR DEPARTURE,37296,49500,,,118,1788,1547235
1131,WAITING FOR DEPARTURE,92145,95902,,,27,921,1866055
1132,DELAYED,84240,87183,02/08/2016,01/08/2016,29,1290,1922770
1133,TAKEOFF,33009,69550,25/11/2015,24/11/2015,181,74,1625797
1134,CANCELLED,66297,49948,,,138,1522,1847301
1135,ARRIVED,34063,32297,14/10/2021,13/10/2021,39,335,1901901
1136,CANCELLED,97933,60922,,,26,1010,1769862
1137,ARRIVED,94250,90824,24/10/2018,24/10/2018,64,779,1234460
1138,ARRIVED,41988,75459,31/05/2022,31/05/2022,140,870,1264049
1139,TAKEOFF,49412,96829,07/08/2022,06/08/2022,168,1468,1439506
1140,WAITING FOR DEPARTURE,96590,67453,,,13,1463,1233841
1141,CANCELLED,96876,51232,,,182,956,1446763
1142,TAKEOFF,48707,35021,31/12/2019,31/12/2019,26,2049,1396778
1143,DELAYED,84638,89074,08/08/2021,07/08/2021,85,492,1110176
1144,ARRIVED,48611,71500,20/04/2018,19/04/2018,147,370,1543795
1145,WAITING FOR DEPARTURE,36316,85015,,,104,477,1938695
1146,DELAYED,67581,92215,06/09/2021,05/09/2021,22,497,1277890
1147,WAITING FOR DEPARTURE,37696,85469,,,122,709,1069480
1148,ARRIVED,52664,82016,09/09/2015,09/09/2015,116,1195,1705492
1149,ARRIVED,55416,61174,06/09/2021,06/09/2021,175,1367,1960207
1150,CANCELLED,32143,32346,,,49,607,1009905
1151,TAKEOFF,80905,63866,23/04/2020,23/04/2020,85,821,1870066
1152,TAKEOFF,45997,32815,16/05/2015,16/05/2015,89,1949,1542463
1153,CANCELLED,73250,56413,,,136,1857,1125044
1154,WAITING FOR DEPARTURE,55740,98870,,,112,809,1842390
1155,TAKEOFF,84077,71318,10/08/2016,10/08/2016,145,1925,1942685
1156,CANCELLED,46355,93927,,,27,1831,1074329
1157,CANCELLED,90825,92878,,,105,1280,1760954
1158,WAITING FOR DEPARTURE,57451,43962,,,181,977,1084174
1159,TAKEOFF,47285,54687,19/08/2016,18/08/2016,84,205,1680145
1160,DELAYED,51101,58698,26/11/2019,25/11/2019,1,441,1532551
1161,WAITING FOR DEPARTURE,62302,96735,,,29,27,1461060
1162,CANCELLED,45336,68993,,,156,636,1737166
1163,TAKEOFF,60691,72864,31/03/2020,31/03/2020,161,1391,1975138
1164,DELAYED,79641,81704,05/04/2017,04/04/2017,76,1195,1593225
1165,ARRIVED,50630,44658,06/01/2017,05/01/2017,17,1686,1561925
1166,WAITING FOR DEPARTURE,99461,42791,,,117,770,1556445
1167,DELAYED,70809,63958,24/12/2021,23/12/2021,0,14,1882833
1168,WAITING FOR DEPARTURE,90859,88363,,,137,278,1702761
1169,WAITING FOR DEPARTURE,69351,56466,,,87,1134,1045306
1170,TAKEOFF,49222,80767,05/02/2018,05/02/2018,54,676,1477267
1171,WAITING FOR DEPARTURE,73565,37451,,,147,2031,1907541
1172,DELAYED,51842,63041,14/02/2020,13/02/2020,15,466,1921603
1173,DELAYED,36722,61952,07/12/2015,06/12/2015,59,1166,1322753
1174,DELAYED,77921,88879,30/05/2016,30/05/2016,164,631,1663284
1175,WAITING FOR DEPARTURE,40307,57327,,,98,2029,1011502
1176,TAKEOFF,71299,63129,10/11/2019,09/11/2019,185,2024,1711640
1177,DELAYED,80078,61115,05/09/2018,05/09/2018,178,2029,1593755
1178,WAITING FOR DEPARTURE,68280,76745,,,156,2016,1815113
1179,WAITING FOR DEPARTURE,72001,89222,,,188,806,1619856
1180,DELAYED,94136,86563,05/01/2019,05/01/2019,179,1001,1753631
1181,CANCELLED,45687,40258,,,54,2013,1820016
1182,ARRIVED,53849,38233,02/07/2022,02/07/2022,92,1794,1066423
1183,TAKEOFF,48187,75924,18/08/2016,18/08/2016,136,1908,1812133
1184,CANCELLED,96757,90547,,,14,1781,1190175
1185,TAKEOFF,91770,45296,09/08/2021,09/08/2021,50,2030,1790295
1186,WAITING FOR DEPARTURE,35857,69884,,,128,374,1363798
1187,WAITING FOR DEPARTURE,41673,54184,,,90,944,1146396
1188,CANCELLED,64705,78828,,,65,1324,1941162
1189,ARRIVED,44067,37844,18/04/2019,17/04/2019,47,665,1281429
1190,ARRIVED,93906,88421,14/08/2017,13/08/2017,125,866,1064091
1191,ARRIVED,42355,64012,13/12/2017,12/12/2017,179,607,1448159
1192,DELAYED,53485,83651,04/03/2020,04/03/2020,107,1681,1260442
1193,CANCELLED,64824,87741,,,116,1002,1355007
1194,DELAYED,58095,77514,03/08/2019,02/08/2019,184,1267,1492114
1195,CANCELLED,41086,45904,,,74,340,1737244
1196,ARRIVED,73852,59387,28/04/2016,28/04/2016,180,1074,1139000
1197,WAITING FOR DEPARTURE,57578,92649,,,126,2082,1749820
1198,TAKEOFF,88545,97325,12/03/2021,12/03/2021,85,1868,1615171
1199,DELAYED,71847,55843,16/09/2018,15/09/2018,155,1756,1492206
1200,TAKEOFF,93807,89210,26/11/2019,26/11/2019,170,960,1506245
1201,TAKEOFF,31135,71838,20/07/2015,20/07/2015,52,1043,1745891
1202,WAITING FOR DEPARTURE,67199,95621,,,78,957,1383159
1203,CANCELLED,73815,36607,,,149,683,1680194
1204,ARRIVED,98789,76670,13/03/2019,12/03/2019,2,2049,1271009
1205,DELAYED,78062,81960,06/11/2018,06/11/2018,32,2058,1838126
1206,DELAYED,39987,40869,10/06/2017,09/06/2017,11,314,1138712
1207,TAKEOFF,78114,88623,03/01/2017,03/01/2017,72,502,1282676
1208,CANCELLED,44782,37632,,,102,838,1889994
